JobTitle,Location,Experience,Company,Time,JobLink
Customer Service Representative - English,"ew Cairo, Cairo, Egypt ",· Customer Care,utherland -,ull Time,https://wuzzuf.net/jobs/p/TXCe5FyMiIEE-Customer-Service-Representative---English-Sutherland-Cairo-Egypt
